item_id:token,interaction_count,pop_score,popularity_label,cum_popularity_label
105,3376,0.0034396647549493576,1,1
125,2859,0.002912915146445561,1,1
45,2849,0.0029027265660102842,1,1
65,2703,0.002753973291655247,1,1
98,2613,0.002662276067737758,1,1
49,2589,0.0026378234746930944,1,1
133,2562,0.002610314307517848,1,1
114,2559,0.002607257733387265,1,1
190,2502,0.0025491828249061886,1,1
52,2480,0.0025267679479485804,1,1
129,2417,0.0024625798912063382,1,1
23,2400,0.002445259304466368,1,1
39,2400,0.002445259304466368,1,1
128,2380,0.002424882143595815,1,1
93,2367,0.0024116369890299556,1,1
135,2324,0.002367826093158266,1,1
117,2247,0.002289374023806637,1,1
24,2241,0.0022832608755454713,1,1
6,2221,0.002262883714674918,1,1
185,2215,0.0022567705664137522,1,1
27,2198,0.002239449979673782,1,1
168,2194,0.0022353745474996715,1,1
247,2162,0.0022027710901067867,1,1
274,2161,0.0022017522320632588,1,1
670,2143,0.002183412787279761,1,1
245,2138,0.0021783184970621226,1,1
61,2136,0.0021762807809750677,1,1
172,2087,0.0021263567368422125,1,1
218,2058,0.0020968098535799106,1,1
41,2050,0.0020886589892316894,1,1
210,1995,0.0020326217968376684,1,1
152,1972,0.0020091880618365323,1,1
63,1971,0.002008169203793005,1,1
69,1861,0.0018960948190049629,1,1
715,1798,0.0018319067622627207,1,1
744,1767,0.0018003221629133634,1,1
85,1766,0.0017993033048698357,1,1
260,1759,0.0017921712985651422,1,1
382,1728,0.001760586699215785,1,1
734,1708,0.0017402095383452318,1,1
161,1705,0.001737152964214649,1,1
219,1703,0.0017351152481275935,1,1
278,1701,0.0017330775320405383,1,1
16,1699,0.001731039815953483,1,1
10,1693,0.0017249266676923171,1,1
663,1693,0.0017249266676923171,1,1
214,1685,0.001716775803344096,1,1
5,1683,0.0017147380872570405,1,1
211,1642,0.0016729649074724068,1,1
435,1641,0.001671946049428879,1,1
68,1641,0.001671946049428879,1,1
79,1633,0.0016637951850806579,1,1
265,1626,0.0016566631787759644,1,1
187,1608,0.0016383237339924665,1,1
712,1604,0.001634248301818356,1,1
1,1575,0.001604701418556054,1,1
207,1573,0.0016026637024689986,1,1
51,1556,0.0015853431157290285,1,1
548,1545,0.0015741356772502244,1,1
421,1543,0.0015720979611631692,1,1
281,1523,0.001551720800292616,1,1
59,1509,0.001537456787683229,1,1
316,1495,0.0015231927750738417,1,1
377,1485,0.0015130041946385651,1,1
643,1473,0.0015007778981162333,1,1
169,1473,0.0015007778981162333,1,1
20,1473,0.0015007778981162333,1,1
284,1457,0.001484476169419791,1,1
14,1455,0.0014824384533327357,1,1
28,1450,0.0014773441631150974,1,1
238,1444,0.0014712310148539314,1,1
124,1429,0.0014559481442010167,1,1
644,1429,0.0014559481442010167,1,1
97,1428,0.001454929286157489,1,1
318,1418,0.0014447407057222124,1,1
178,1416,0.0014427029896351572,1,1
588,1411,0.0014376086994175189,1,1
433,1410,0.0014365898413739911,1,1
353,1408,0.001434552125286936,1,1
157,1401,0.0014274201189822422,1,1
200,1400,0.0014264012609387147,1,1
516,1398,0.0014243635448516593,1,1
165,1397,0.0014233446868081316,1,1
149,1387,0.0014131561063728552,1,1
539,1369,0.0013948166615893574,1,1
156,1365,0.0013907412294152468,1,1
106,1364,0.001389722371371719,1,1
291,1356,0.001381571507023498,1,1
789,1355,0.0013805526489799702,1,1
513,1352,0.0013774960748493873,1,1
612,1352,0.0013774960748493873,1,1
222,1349,0.0013744395007188044,1,1
8,1339,0.0013642509202835278,1,1
500,1339,0.0013642509202835278,1,1
34,1338,0.00136323206224,1,1
146,1335,0.0013601754881094172,1,1
386,1326,0.0013510057657176683,1,1
438,1325,0.0013499869076741408,1,1
756,1323,0.0013479491915870854,1,1
196,1319,0.0013438737594129748,1,1
184,1309,0.0013336851789776981,1,1
529,1302,0.0013265531726730046,1,1
767,1289,0.0013133080181071451,1,1
532,1289,0.0013133080181071451,1,1
306,1286,0.0013102514439765622,1,1
742,1284,0.0013082137278895068,1,1
215,1281,0.001305157153758924,1,1
4,1279,0.0013031194376718685,1,1
542,1278,0.001302100579628341,1,1
42,1257,0.0012807045607142603,1,1
244,1253,0.0012766291285401497,1,1
175,1242,0.0012654216900613454,1,1
1159,1241,0.001264402832017818,1,1
337,1241,0.001264402832017818,1,1
1229,1239,0.0012623651159307625,1,1
40,1234,0.0012572708257131242,1,1
322,1234,0.0012572708257131242,1,1
87,1230,0.0012531953935390136,1,1
383,1219,0.0012419879550602095,1,1
604,1216,0.0012389313809296264,1,1
995,1216,0.0012389313809296264,1,1
487,1215,0.0012379125228860989,1,1
1107,1213,0.0012358748067990435,1,1
791,1213,0.0012358748067990435,1,1
1019,1211,0.0012338370907119883,1,1
587,1204,0.0012267050844072945,1,1
351,1203,0.001225686226363767,1,1
86,1200,0.001222629652233184,1,1
407,1198,0.0012205919361461288,1,1
176,1193,0.0012154976459284904,1,1
336,1190,0.0012124410717979075,1,1
177,1186,0.001208365639623797,1,1
601,1177,0.001199195917232048,1,1
560,1169,0.0011910450528838268,1,1
530,1162,0.001183913046579133,1,1
515,1161,0.0011828941885356056,1,1
1467,1159,0.0011808564724485502,1,1
425,1155,0.0011767810402744396,1,1
749,1150,0.0011716867500568013,1,1
21,1148,0.001169649033969746,1,1
738,1144,0.0011655736017956355,1,1
776,1143,0.0011645547437521078,1,1
506,1137,0.0011584415954909418,1,1
118,1123,0.0011441775828815548,1,1
317,1121,0.0011421398667944994,1,1
739,1121,0.0011421398667944994,1,1
243,1119,0.0011401021507074442,1,1
510,1116,0.001137045576576861,1,1
148,1116,0.001137045576576861,1,1
58,1114,0.0011350078604898059,1,1
140,1113,0.0011339890024462782,1,1
647,1112,0.0011329701444027505,1,1
206,1111,0.0011319512863592228,1,1
538,1108,0.0011288947122286399,1,1
798,1108,0.0011288947122286399,1,1
204,1105,0.001125838138098057,1,1
568,1104,0.0011248192800545293,1,1
606,1104,0.0011248192800545293,1,1
391,1102,0.001122781563967474,1,1
662,1102,0.001122781563967474,1,1
134,1100,0.0011207438478804187,1,1
1110,1096,0.001116668415706308,1,1
90,1091,0.0011115741254886697,1,1
634,1090,0.001110555267445142,1,1
1299,1088,0.0011085175513580868,1,1
127,1087,0.0011074986933145591,1,1
525,1084,0.0011044421191839762,1,1
897,1080,0.0011003666870098656,1,1
344,1076,0.001096291254835755,1,1
1116,1074,0.0010942535387486996,1,1
535,1073,0.0010932346807051721,1,1
323,1067,0.0010871215324440061,1,1
793,1066,0.0010861026744004784,1,1
896,1063,0.0010830461002698955,1,1
1076,1062,0.0010820272422263678,1,1
44,1058,0.0010779518100522572,1,1
1006,1057,0.0010769329520087295,1,1
212,1055,0.0010748952359216743,1,1
264,1052,0.0010718386617910914,1,1
151,1051,0.0010708198037475637,1,1
60,1048,0.0010677632296169806,1,1
720,1046,0.0010657255135299254,1,1
11,1042,0.0010616500813558148,1,1
154,1040,0.0010596123652687594,1,1
91,1039,0.001058593507225232,1,1
630,1034,0.0010534992170075936,1,1
771,1032,0.0010514615009205382,1,1
339,1032,0.0010514615009205382,1,1
892,1030,0.001049423784833483,1,1
429,1030,0.001049423784833483,1,1
559,1027,0.0010463672107028999,1,1
648,1025,0.0010443294946158447,1,1
1257,1024,0.001043310636572317,1,1
397,1022,0.0010412729204852618,1,1
665,1021,0.001040254062441734,1,1
208,1014,0.0010331220561370406,1,1
327,1008,0.0010270089078758746,1,1
714,1001,0.001019876901571181,1,1
120,997,0.0010158014693970705,1,1
677,996,0.0010147826113535428,1,1
46,995,0.001013763753310015,1,1
759,995,0.001013763753310015,1,1
387,993,0.0010117260372229599,1,1
547,990,0.0010086694630923767,1,1
203,990,0.0010086694630923767,1,1
439,986,0.0010045940309182661,1,1
252,985,0.0010035751728747384,1,1
620,980,0.0009984808826571003,1,1
332,977,0.0009954243085265172,1,1
1201,977,0.0009954243085265172,1,1
566,976,0.0009944054504829897,1,1
195,973,0.0009913488763524066,1,1
121,972,0.0009903300183088791,1,1
1529,971,0.0009893111602653514,1,1
276,971,0.0009893111602653514,1,1
505,971,0.0009893111602653514,1,1
730,970,0.0009882923022218237,1,1
534,969,0.000987273444178296,1,1
167,968,0.0009862545861347685,1,1
111,965,0.0009831980120041854,1,1
832,963,0.0009811602959171302,1,1
434,960,0.0009781037217865471,1,1
768,959,0.0009770848637430196,1,1
471,955,0.0009730094315689089,1,1
199,953,0.0009709717154818536,1,1
126,940,0.0009577265609159941,1,1
741,938,0.0009556888448289388,1,1
815,938,0.0009556888448289388,1,1
76,937,0.0009546699867854112,1,1
809,935,0.0009526322706983559,1,1
610,929,0.00094651912243719,1,1
256,929,0.00094651912243719,1,1
636,927,0.0009444814063501347,1,1
237,927,0.0009444814063501347,1,1
436,925,0.0009424436902630793,1,1
455,924,0.0009414248322195517,1,1
142,921,0.0009383682580889687,1,1
598,920,0.0009373494000454411,1,1
48,919,0.0009363305420019134,1,1
232,918,0.0009353116839583858,1,1
384,917,0.0009342928259148581,1,1
645,915,0.0009322551098278028,1,1
757,915,0.0009322551098278028,1,1
983,915,0.0009322551098278028,1,1
556,912,0.0009291985356972199,1,1
1242,907,0.0009241042454795816,1,1
1062,904,0.0009210476713489986,1,1
910,902,0.0009190099552619433,1,1
273,900,0.000916972239174888,1,1
393,899,0.0009159533811313604,1,1
372,894,0.0009108590909137221,1,1
522,894,0.0009108590909137221,1,1
201,893,0.0009098402328701945,1,1
217,890,0.0009067836587396115,1,1
1059,890,0.0009067836587396115,1,1
1254,888,0.0009047459426525561,1,1
865,887,0.0009037270846090286,1,1
844,883,0.0008996516524349178,1,1
1119,878,0.0008945573622172796,1,1
1713,878,0.0008945573622172796,1,1
703,877,0.0008935385041737519,1,1
1211,874,0.000890481930043169,1,1
906,873,0.0008894630719996413,1,1
375,873,0.0008894630719996413,1,1
432,873,0.0008894630719996413,1,1
536,872,0.0008884442139561137,1,1
946,870,0.0008864064978690584,1,1
15,869,0.0008853876398255307,1,1
257,867,0.0008833499237384754,1,1
733,863,0.0008792744915643648,1,1
609,861,0.0008772367754773095,1,1
75,859,0.0008751990593902542,1,1
113,858,0.0008741802013467265,1,1
1015,858,0.0008741802013467265,1,1
320,854,0.0008701047691726159,1,1
1151,854,0.0008701047691726159,1,1
137,854,0.0008701047691726159,1,1
615,849,0.0008650104789549777,1,1
288,849,0.0008650104789549777,1,1
1146,847,0.0008629727628679224,1,1
1309,842,0.0008578784726502841,1,1
53,841,0.0008568596146067564,1,1
841,838,0.0008538030404761735,1,1
373,837,0.0008527841824326458,1,1
1349,833,0.0008487087502585352,1,1
942,832,0.0008476898922150076,1,1
1311,832,0.0008476898922150076,1,1
901,830,0.0008456521761279523,1,1
418,825,0.000840557885910314,1,1
1196,825,0.000840557885910314,1,1
930,824,0.0008395390278667864,1,1
626,823,0.0008385201698232587,1,1
147,821,0.0008364824537362034,1,1
770,820,0.0008354635956926757,1,1
216,817,0.0008324070215620928,1,1
466,816,0.0008313881635185651,1,1
691,813,0.0008283315893879822,1,1
518,811,0.0008262938733009269,1,1
719,810,0.0008252750152573992,1,1
912,809,0.0008242561572138716,1,1
401,807,0.0008222184411268163,1,1
427,804,0.0008191618669962333,1,1
1182,802,0.000817124150909178,1,1
1043,802,0.000817124150909178,1,1
139,800,0.0008150864348221227,1,1
138,800,0.0008150864348221227,1,1
763,800,0.0008150864348221227,1,1
94,799,0.000814067576778595,1,1
189,799,0.000814067576778595,1,1
520,797,0.0008120298606915397,1,1
1345,794,0.0008089732865609568,1,1
164,794,0.0008089732865609568,1,1
241,793,0.0008079544285174291,1,1
679,790,0.0008048978543868462,1,1
1121,789,0.0008038789963433185,1,1
84,788,0.0008028601382997909,1,1
123,787,0.0008018412802562632,1,1
1150,784,0.0007987847061256803,1,1
642,782,0.000796746990038625,1,1
866,780,0.0007947092739515697,1,1
867,779,0.000793690415908042,1,1
99,776,0.0007906338417774589,1,1
755,776,0.0007906338417774589,1,1
528,774,0.0007885961256904036,1,1
70,771,0.0007855395515598207,1,1
1298,770,0.000784520693516293,1,1
716,769,0.0007835018354727654,1,1
1195,769,0.0007835018354727654,1,1
861,769,0.0007835018354727654,1,1
576,767,0.0007814641193857101,1,1
95,765,0.0007794264032986548,1,1
766,763,0.0007773886872115995,1,1
920,763,0.0007773886872115995,1,1
110,761,0.0007753509711245442,1,1
1099,761,0.0007753509711245442,1,1
729,759,0.0007733132550374889,1,1
350,759,0.0007733132550374889,1,1
1252,759,0.0007733132550374889,1,1
830,755,0.0007692378228633782,1,1
1241,754,0.0007682189648198506,1,1
1136,753,0.0007672001067763229,1,1
9,752,0.0007661812487327953,1,1
490,751,0.0007651623906892676,0,1
658,751,0.0007651623906892676,0,1
333,749,0.0007631246746022123,0,1
415,748,0.0007621058165586847,0,1
293,748,0.0007621058165586847,0,1
213,746,0.0007600681004716294,0,1
462,744,0.0007580303843845741,0,1
652,744,0.0007580303843845741,0,1
1587,743,0.0007570115263410464,0,1
727,742,0.0007559926682975188,0,1
1271,740,0.0007539549522104635,0,1
926,739,0.0007529360941669358,0,1
543,737,0.0007508983780798805,0,1
799,736,0.0007498795200363528,0,1
923,735,0.0007488606619928252,0,1
721,735,0.0007488606619928252,0,1
991,733,0.0007468229459057699,0,1
1002,733,0.0007468229459057699,0,1
1314,732,0.0007458040878622422,0,1
631,729,0.0007427475137316593,0,1
483,728,0.0007417286556881316,0,1
800,727,0.000740709797644604,0,1
1042,725,0.0007386720815575487,0,1
376,725,0.0007386720815575487,0,1
1233,724,0.000737653223514021,0,1
1102,723,0.0007366343654704934,0,1
80,722,0.0007356155074269657,0,1
1546,721,0.0007345966493834381,0,1
1536,719,0.0007325589332963828,0,1
205,719,0.0007325589332963828,0,1
1302,714,0.0007274646430787445,0,1
292,713,0.0007264457850352168,0,1
694,712,0.0007254269269916892,0,1
325,712,0.0007254269269916892,0,1
796,712,0.0007254269269916892,0,1
227,708,0.0007213514948175786,0,1
718,708,0.0007213514948175786,0,1
657,708,0.0007213514948175786,0,1
667,707,0.0007203326367740509,0,1
526,707,0.0007203326367740509,0,1
295,706,0.0007193137787305233,0,1
592,706,0.0007193137787305233,0,1
171,705,0.0007182949206869956,0,1
1132,704,0.000717276062643468,0,1
557,702,0.0007152383465564127,0,1
521,699,0.0007121817724258297,0,1
445,698,0.0007111629143823021,0,1
623,695,0.0007081063402517191,0,1
7,695,0.0007081063402517191,0,1
1476,695,0.0007081063402517191,0,1
1286,692,0.0007050497661211361,0,1
574,692,0.0007050497661211361,0,1
130,691,0.0007040309080776085,0,1
223,691,0.0007040309080776085,0,1
417,691,0.0007040309080776085,0,1
1186,691,0.0007040309080776085,0,1
840,688,0.0007009743339470255,0,1
863,688,0.0007009743339470255,0,1
862,687,0.0006999554759034979,0,1
492,687,0.0006999554759034979,0,1
1518,685,0.0006979177598164426,0,1
502,683,0.0006958800437293873,0,1
183,680,0.0006928234695988043,0,1
73,680,0.0006928234695988043,0,1
1530,680,0.0006928234695988043,0,1
1039,679,0.0006918046115552767,0,1
524,676,0.0006887480374246936,0,1
112,675,0.000687729179381166,0,1
746,674,0.0006867103213376383,0,1
180,673,0.0006856914632941107,0,1
329,673,0.0006856914632941107,0,1
829,673,0.0006856914632941107,0,1
364,673,0.0006856914632941107,0,1
872,673,0.0006856914632941107,0,1
19,671,0.0006836537472070553,0,1
420,670,0.0006826348891635277,0,1
89,668,0.0006805971730764724,0,1
2009,667,0.0006795783150329447,0,1
676,667,0.0006795783150329447,0,1
591,665,0.0006775405989458894,0,1
88,664,0.0006765217409023618,0,1
585,664,0.0006765217409023618,0,1
640,663,0.0006755028828588341,0,1
565,661,0.0006734651667717788,0,1
586,661,0.0006734651667717788,0,1
891,660,0.0006724463087282512,0,1
275,660,0.0006724463087282512,0,1
940,659,0.0006714274506847235,0,1
1432,657,0.0006693897345976682,0,1
326,656,0.0006683708765541406,0,1
597,656,0.0006683708765541406,0,1
1731,654,0.0006663331604670853,0,1
370,653,0.0006653143024235576,0,1
794,653,0.0006653143024235576,0,1
732,653,0.0006653143024235576,0,1
567,651,0.0006632765863365023,0,1
496,651,0.0006632765863365023,0,1
618,650,0.0006622577282929746,0,1
30,647,0.0006592011541623917,0,1
795,647,0.0006592011541623917,0,1
976,644,0.0006561445800318087,0,1
881,642,0.0006541068639447534,0,1
1540,640,0.0006520691478576981,0,1
1155,640,0.0006520691478576981,0,1
43,640,0.0006520691478576981,0,1
777,638,0.0006500314317706428,0,1
950,638,0.0006500314317706428,0,1
816,638,0.0006500314317706428,0,1
1675,636,0.0006479937156835875,0,1
31,634,0.0006459559995965322,0,1
1004,634,0.0006459559995965322,0,1
108,633,0.0006449371415530046,0,1
131,631,0.0006428994254659493,0,1
607,630,0.0006418805674224216,0,1
877,630,0.0006418805674224216,0,1
507,629,0.0006408617093788939,0,1
874,626,0.000637805135248311,0,1
144,625,0.0006367862772047833,0,1
1071,625,0.0006367862772047833,0,1
3,624,0.0006357674191612557,0,1
857,624,0.0006357674191612557,0,1
696,624,0.0006357674191612557,0,1
904,622,0.0006337297030742004,0,1
882,621,0.0006327108450306727,0,1
1457,621,0.0006327108450306727,0,1
1106,620,0.0006316919869871451,0,1
475,619,0.0006306731289436174,0,1
360,618,0.0006296542709000898,0,1
837,618,0.0006296542709000898,0,1
922,617,0.0006286354128565621,0,1
313,616,0.0006276165548130345,0,1
259,616,0.0006276165548130345,0,1
312,616,0.0006276165548130345,0,1
1012,615,0.0006265976967695068,0,1
965,615,0.0006265976967695068,0,1
92,614,0.0006255788387259792,0,1
426,614,0.0006255788387259792,0,1
1001,612,0.0006235411226389239,0,1
1652,612,0.0006235411226389239,0,1
1093,611,0.0006225222645953962,0,1
289,610,0.0006215034065518686,0,1
886,610,0.0006215034065518686,0,1
909,608,0.0006194656904648132,0,1
1210,608,0.0006194656904648132,0,1
826,608,0.0006194656904648132,0,1
1366,607,0.0006184468324212856,0,1
1134,607,0.0006184468324212856,0,1
188,606,0.0006174279743777579,0,1
848,605,0.0006164091163342303,0,1
717,604,0.0006153902582907026,0,1
239,601,0.0006123336841601197,0,1
358,599,0.0006102959680730644,0,1
971,596,0.0006072393939424814,0,1
1085,593,0.0006041828198118985,0,1
1424,591,0.0006021451037248432,0,1
83,591,0.0006021451037248432,0,1
937,589,0.0006001073876377879,0,1
563,589,0.0006001073876377879,0,1
731,589,0.0006001073876377879,0,1
613,586,0.0005970508135072049,0,1
594,586,0.0005970508135072049,0,1
18,583,0.0005939942393766219,0,1
150,583,0.0005939942393766219,0,1
517,582,0.0005929753813330943,0,1
1332,581,0.0005919565232895666,0,1
838,580,0.000590937665246039,0,1
632,580,0.000590937665246039,0,1
501,579,0.0005899188072025113,0,1
624,579,0.0005899188072025113,0,1
523,579,0.0005899188072025113,0,1
1259,577,0.000587881091115456,0,1
1281,576,0.0005868622330719284,0,1
924,576,0.0005868622330719284,0,1
38,572,0.0005827868008978178,0,1
724,572,0.0005827868008978178,0,1
388,571,0.00058176794285429,0,1
220,570,0.0005807490848107624,0,1
656,569,0.0005797302267672347,0,1
230,569,0.0005797302267672347,0,1
858,568,0.0005787113687237071,0,1
1227,566,0.0005766736526366517,0,1
367,565,0.0005756547945931241,0,1
772,565,0.0005756547945931241,0,1
1163,562,0.0005725982204625411,0,1
616,560,0.0005705605043754858,0,1
1191,560,0.0005705605043754858,0,1
1089,559,0.0005695416463319582,0,1
1047,559,0.0005695416463319582,0,1
888,558,0.0005685227882884305,0,1
47,558,0.0005685227882884305,0,1
595,557,0.0005675039302449029,0,1
132,557,0.0005675039302449029,0,1
1630,557,0.0005675039302449029,0,1
509,556,0.0005664850722013752,0,1
78,556,0.0005664850722013752,0,1
850,555,0.0005654662141578476,0,1
1231,555,0.0005654662141578476,0,1
1185,555,0.0005654662141578476,0,1
412,553,0.0005634284980707923,0,1
440,553,0.0005634284980707923,0,1
197,551,0.000561390781983737,0,1
116,551,0.000561390781983737,0,1
1024,551,0.000561390781983737,0,1
1342,548,0.000558334207853154,0,1
674,548,0.000558334207853154,0,1
449,548,0.000558334207853154,0,1
1260,547,0.0005573153498096264,0,1
870,547,0.0005573153498096264,0,1
485,547,0.0005573153498096264,0,1
1112,546,0.0005562964917660987,0,1
754,544,0.0005542587756790434,0,1
1158,544,0.0005542587756790434,0,1
879,543,0.0005532399176355157,0,1
328,543,0.0005532399176355157,0,1
1238,543,0.0005532399176355157,0,1
