item_id:token,interaction_count,pop_score,popularity_label
1921,218,0.0024843587961116366,1
81,215,0.002450170372311935,1
1010,194,0.002210851405714025,1
625,192,0.002188059123180891,1
92,189,0.0021538706993811897,1
690,185,0.002108286134314921,1
611,185,0.002108286134314921,1
1011,181,0.0020627015692486522,1
1013,181,0.0020627015692486522,1
1009,170,0.0019373440153164139,1
609,160,0.0018233826026507424,1
619,154,0.0017550057550513396,1
1539,152,0.0017322134725182054,1
2150,151,0.0017208173312516382,1
1904,150,0.0017094211899850711,1
739,148,0.0016866289074519369,1
955,143,0.001629648201119101,1
1032,137,0.0015612713535196983,1
375,136,0.0015498752122531311,1
1008,135,0.001538479070986564,1
1802,132,0.0015042906471868626,1
790,129,0.001470102223387161,1
2238,128,0.001458706082120594,1
1538,126,0.0014359137995874596,1
1404,126,0.0014359137995874596,1
466,125,0.0014245176583208925,1
688,125,0.0014245176583208925,1
13,125,0.0014245176583208925,1
94,122,0.0013903292345211911,1
543,121,0.001378933093254624,1
689,119,0.0013561408107214898,1
2206,118,0.0013447446694549226,1
1026,117,0.0013333485281883555,1
1782,117,0.0013333485281883555,1
2226,117,0.0013333485281883555,1
2033,116,0.0013219523869217884,1
2350,113,0.0012877639631220868,1
2182,113,0.0012877639631220868,1
755,113,0.0012877639631220868,1
1911,112,0.0012763678218555197,1
1401,111,0.0012649716805889525,1
1140,111,0.0012649716805889525,1
1589,111,0.0012649716805889525,1
1897,110,0.0012535755393223854,1
615,110,0.0012535755393223854,1
947,110,0.0012535755393223854,1
787,109,0.0012421793980558183,1
91,108,0.0012307832567892512,1
2245,106,0.001207990974256117,1
1044,104,0.0011851986917229826,1
707,104,0.0011851986917229826,1
85,103,0.0011738025504564155,1
885,101,0.0011510102679232813,1
1533,101,0.0011510102679232813,1
1944,98,0.0011168218441235797,1
469,97,0.0011054257028570125,1
1840,97,0.0011054257028570125,1
1770,97,0.0011054257028570125,1
1763,96,0.0010940295615904454,1
495,96,0.0010940295615904454,1
1863,96,0.0010940295615904454,1
833,96,0.0010940295615904454,1
1511,96,0.0010940295615904454,1
1479,96,0.0010940295615904454,1
2119,96,0.0010940295615904454,1
641,96,0.0010940295615904454,1
425,95,0.0010826334203238783,1
936,95,0.0010826334203238783,1
2084,95,0.0010826334203238783,1
1014,94,0.0010712372790573112,1
21,94,0.0010712372790573112,1
744,93,0.001059841137790744,1
1978,93,0.001059841137790744,1
2205,93,0.001059841137790744,1
740,93,0.001059841137790744,1
1726,93,0.001059841137790744,1
647,92,0.001048444996524177,1
991,92,0.001048444996524177,1
148,91,0.0010370488552576098,1
1356,91,0.0010370488552576098,1
1007,91,0.0010370488552576098,1
1109,91,0.0010370488552576098,1
1516,91,0.0010370488552576098,1
1586,91,0.0010370488552576098,1
2068,91,0.0010370488552576098,1
36,90,0.0010256527139910427,1
1575,90,0.0010256527139910427,1
691,90,0.0010256527139910427,1
382,89,0.0010142565727244755,1
198,87,0.0009914642901913413,1
410,87,0.0009914642901913413,1
2134,87,0.0009914642901913413,1
551,87,0.0009914642901913413,1
999,86,0.0009800681489247742,1
2078,86,0.0009800681489247742,1
2567,86,0.0009800681489247742,1
149,85,0.0009686720076582069,1
2309,85,0.0009686720076582069,1
1467,84,0.0009572758663916398,1
1681,84,0.0009572758663916398,1
1003,83,0.0009458797251250727,1
980,83,0.0009458797251250727,1
698,82,0.0009344835838585055,1
1828,81,0.0009230874425919384,1
1925,81,0.0009230874425919384,1
329,81,0.0009230874425919384,1
17,81,0.0009230874425919384,1
1590,80,0.0009116913013253712,1
1936,80,0.0009116913013253712,1
997,79,0.0009002951600588041,1
1211,79,0.0009002951600588041,1
2045,79,0.0009002951600588041,1
1348,78,0.0008888990187922369,1
506,78,0.0008888990187922369,1
1968,78,0.0008888990187922369,1
2095,78,0.0008888990187922369,1
1666,77,0.0008775028775256698,1
807,77,0.0008775028775256698,1
1021,77,0.0008775028775256698,1
1005,77,0.0008775028775256698,1
771,77,0.0008775028775256698,1
2091,77,0.0008775028775256698,1
1864,76,0.0008661067362591027,1
1613,76,0.0008661067362591027,1
158,76,0.0008661067362591027,1
1126,76,0.0008661067362591027,1
1311,75,0.0008547105949925356,1
832,75,0.0008547105949925356,1
1430,75,0.0008547105949925356,1
1495,75,0.0008547105949925356,1
1355,74,0.0008433144537259684,1
1640,74,0.0008433144537259684,1
1745,74,0.0008433144537259684,1
2158,74,0.0008433144537259684,1
488,74,0.0008433144537259684,1
1665,74,0.0008433144537259684,1
1578,73,0.0008319183124594012,1
2089,73,0.0008319183124594012,1
2034,73,0.0008319183124594012,1
2204,73,0.0008319183124594012,1
786,73,0.0008319183124594012,1
1270,73,0.0008319183124594012,1
1773,73,0.0008319183124594012,1
1250,73,0.0008319183124594012,1
142,72,0.0008205221711928341,1
2219,72,0.0008205221711928341,1
128,72,0.0008205221711928341,1
1423,72,0.0008205221711928341,1
537,71,0.0008091260299262669,1
1591,71,0.0008091260299262669,1
1366,71,0.0008091260299262669,1
1380,71,0.0008091260299262669,1
745,70,0.0007977298886596998,1
732,70,0.0007977298886596998,1
962,70,0.0007977298886596998,1
87,69,0.0007863337473931327,1
1271,69,0.0007863337473931327,1
1471,69,0.0007863337473931327,1
1004,69,0.0007863337473931327,1
916,69,0.0007863337473931327,1
150,69,0.0007863337473931327,1
902,69,0.0007863337473931327,1
252,69,0.0007863337473931327,1
1673,68,0.0007749376061265656,1
872,68,0.0007749376061265656,1
699,68,0.0007749376061265656,1
1868,68,0.0007749376061265656,1
2195,68,0.0007749376061265656,1
2236,68,0.0007749376061265656,1
1213,68,0.0007749376061265656,1
471,68,0.0007749376061265656,1
1107,68,0.0007749376061265656,1
1006,67,0.0007635414648599984,1
490,67,0.0007635414648599984,1
518,67,0.0007635414648599984,1
372,66,0.0007521453235934313,1
427,66,0.0007521453235934313,1
1231,66,0.0007521453235934313,1
779,66,0.0007521453235934313,1
774,66,0.0007521453235934313,1
1914,66,0.0007521453235934313,1
517,65,0.0007407491823268641,1
907,65,0.0007407491823268641,0
1680,65,0.0007407491823268641,0
2450,65,0.0007407491823268641,0
1700,65,0.0007407491823268641,0
402,65,0.0007407491823268641,0
2264,65,0.0007407491823268641,0
1400,65,0.0007407491823268641,0
557,65,0.0007407491823268641,0
2589,65,0.0007407491823268641,0
1376,64,0.000729353041060297,0
1862,64,0.000729353041060297,0
830,64,0.000729353041060297,0
1769,64,0.000729353041060297,0
788,64,0.000729353041060297,0
952,64,0.000729353041060297,0
83,64,0.000729353041060297,0
1051,64,0.000729353041060297,0
472,63,0.0007179568997937298,0
1971,63,0.0007179568997937298,0
2073,63,0.0007179568997937298,0
478,63,0.0007179568997937298,0
2558,63,0.0007179568997937298,0
2061,63,0.0007179568997937298,0
86,63,0.0007179568997937298,0
2407,63,0.0007179568997937298,0
1663,63,0.0007179568997937298,0
487,63,0.0007179568997937298,0
704,63,0.0007179568997937298,0
346,63,0.0007179568997937298,0
1729,62,0.0007065607585271627,0
1455,62,0.0007065607585271627,0
1634,62,0.0007065607585271627,0
1807,62,0.0007065607585271627,0
697,62,0.0007065607585271627,0
227,62,0.0007065607585271627,0
733,62,0.0007065607585271627,0
35,62,0.0007065607585271627,0
228,61,0.0006951646172605956,0
2144,61,0.0006951646172605956,0
426,61,0.0006951646172605956,0
1141,61,0.0006951646172605956,0
727,60,0.0006837684759940284,0
82,60,0.0006837684759940284,0
1309,60,0.0006837684759940284,0
224,60,0.0006837684759940284,0
167,60,0.0006837684759940284,0
1627,60,0.0006837684759940284,0
250,60,0.0006837684759940284,0
915,60,0.0006837684759940284,0
2404,59,0.0006723723347274613,0
2399,59,0.0006723723347274613,0
1786,59,0.0006723723347274613,0
352,59,0.0006723723347274613,0
782,59,0.0006723723347274613,0
1788,59,0.0006723723347274613,0
1997,59,0.0006723723347274613,0
1238,59,0.0006723723347274613,0
963,59,0.0006723723347274613,0
737,59,0.0006723723347274613,0
1654,59,0.0006723723347274613,0
2489,59,0.0006723723347274613,0
1457,59,0.0006723723347274613,0
1553,58,0.0006609761934608942,0
1414,58,0.0006609761934608942,0
2244,58,0.0006609761934608942,0
801,58,0.0006609761934608942,0
182,58,0.0006609761934608942,0
1101,58,0.0006609761934608942,0
594,58,0.0006609761934608942,0
2319,58,0.0006609761934608942,0
1453,58,0.0006609761934608942,0
1984,58,0.0006609761934608942,0
449,58,0.0006609761934608942,0
1831,57,0.000649580052194327,0
9,57,0.000649580052194327,0
2026,57,0.000649580052194327,0
458,57,0.000649580052194327,0
1660,57,0.000649580052194327,0
1108,57,0.000649580052194327,0
1993,57,0.000649580052194327,0
166,57,0.000649580052194327,0
680,57,0.000649580052194327,0
1742,57,0.000649580052194327,0
2215,57,0.000649580052194327,0
1597,57,0.000649580052194327,0
2058,57,0.000649580052194327,0
1019,57,0.000649580052194327,0
20,56,0.0006381839109277598,0
61,56,0.0006381839109277598,0
23,56,0.0006381839109277598,0
2228,56,0.0006381839109277598,0
738,56,0.0006381839109277598,0
1730,56,0.0006381839109277598,0
1478,56,0.0006381839109277598,0
2429,56,0.0006381839109277598,0
1030,56,0.0006381839109277598,0
1252,56,0.0006381839109277598,0
448,56,0.0006381839109277598,0
2545,55,0.0006267877696611927,0
430,55,0.0006267877696611927,0
2103,55,0.0006267877696611927,0
1384,55,0.0006267877696611927,0
