neuron,mean,sd
0,-0.4568122327327728,0.1405107080936432
1,-0.2737405002117157,0.12890467047691345
2,-0.49000999331474304,0.20445074141025543
3,-0.16713356971740723,0.04750858247280121
4,-0.7904551029205322,0.2225707769393921
5,-0.1890178620815277,0.05052585527300835
6,-0.2480635643005371,0.08668704330921173
7,-0.4519467055797577,0.14715343713760376
8,-0.5520357489585876,0.21628905832767487
9,-0.44261571764945984,0.1488095223903656
10,-0.3355698883533478,0.11778932809829712
11,-0.2277705818414688,0.10638750344514847
12,-0.2578149735927582,0.07254241406917572
13,-0.6930867433547974,0.21494713425636292
14,-0.4293079078197479,0.11568743735551834
15,-0.22090144455432892,0.0863538607954979
16,-0.5494059920310974,0.18160054087638855
17,-0.3254511058330536,0.09263848513364792
18,-0.5541458129882812,0.21832312643527985
19,-0.3383619487285614,0.13076536357402802
20,-0.47381168603897095,0.1454600840806961
21,-0.3913525640964508,0.13102266192436218
22,-0.2966814637184143,0.14267535507678986
23,-0.5156148076057434,0.13135115802288055
24,-0.4020455777645111,0.1439111828804016
25,-0.4063965976238251,0.13766664266586304
26,-0.5074588060379028,0.16521377861499786
27,-0.32704639434814453,0.13396784663200378
28,-0.3565293252468109,0.12285304814577103
29,-0.47832828760147095,0.20345939695835114
30,-0.4129392206668854,0.17232517898082733
31,-0.3938710689544678,0.12625792622566223
32,-0.2918606996536255,0.15787330269813538
33,-0.23335149884223938,0.10938215255737305
34,-0.4657759368419647,0.2203732281923294
35,-0.4662685692310333,0.17524263262748718
36,-0.5053563714027405,0.17493365705013275
37,0.015247929841279984,0.12047413736581802
38,-0.2688204050064087,0.06485436856746674
39,-0.3690730333328247,0.13380324840545654
40,-0.4432375133037567,0.14377136528491974
41,-0.26180529594421387,0.1040199026465416
42,-0.1707284152507782,0.08727989345788956
43,-0.2493436187505722,0.117035411298275
44,-0.3593681752681732,0.11984073370695114
45,-0.40213891863822937,0.14339177310466766
46,-0.4724022448062897,0.17122727632522583
47,-0.45788607001304626,0.16049519181251526
48,-0.2995213270187378,0.11995309591293335
49,-0.46703895926475525,0.14511941373348236
50,-0.49462321400642395,0.14208106696605682
51,-0.35856249928474426,0.12623965740203857
52,-0.45402461290359497,0.12229909002780914
53,-0.3807235658168793,0.14554758369922638
54,-0.26174160838127136,0.10902466624975204
55,-0.2659190893173218,0.0863364189863205
56,-0.45294076204299927,0.19013594090938568
57,-0.3090188205242157,0.11691979318857193
58,-0.5291222929954529,0.21841034293174744
59,-0.2260843962430954,0.10922596603631973
60,-0.23143315315246582,0.06435910612344742
61,-0.39593425393104553,0.16646449267864227
62,-0.5762064456939697,0.2016424834728241
63,-0.18017800152301788,0.057882893830537796
64,-0.18423400819301605,0.054396796971559525
65,-0.35172736644744873,0.12515991926193237
66,-0.29055482149124146,0.11031927168369293
67,-0.43449732661247253,0.10798796266317368
68,-0.17003774642944336,0.10275697708129883
69,-0.2251487821340561,0.11982646584510803
70,-0.3106953501701355,0.12823253870010376
71,-0.29059603810310364,0.08702213317155838
72,-0.508948028087616,0.20731429755687714
73,-0.33004528284072876,0.1238728016614914
74,-0.45923587679862976,0.19832508265972137
75,-0.40075191855430603,0.10564077645540237
76,-0.1977251172065735,0.07942291349172592
77,-0.18145102262496948,0.053478945046663284
78,-0.248159259557724,0.06450127810239792
79,-0.31221237778663635,0.10358864068984985
80,-0.2642980217933655,0.07828692346811295
81,-1.17672860622406,0.26841631531715393
82,-0.1255653351545334,0.0728640928864479
83,-0.4033202528953552,0.12128409743309021
84,-0.5661118626594543,0.19207727909088135
85,-0.2846822142601013,0.10503863543272018
86,-0.27500206232070923,0.1042620837688446
87,-0.381237655878067,0.11218190938234329
88,-0.6583191156387329,0.2491908222436905
89,-0.16403688490390778,0.10090842843055725
90,-0.16571715474128723,0.051973339170217514
91,-0.48183682560920715,0.19555185735225677
92,-0.484406054019928,0.20539933443069458
93,-0.2276141494512558,0.11646097153425217
94,-0.2931433618068695,0.09521112591028214
95,-0.39075323939323425,0.14178423583507538
96,-0.649681806564331,0.2901403307914734
97,-0.3560989797115326,0.1304376870393753
98,-0.2865637242794037,0.0966053158044815
99,-0.6034639477729797,0.19639495015144348
100,-0.2574809789657593,0.05984348803758621
101,-0.5093333721160889,0.18291234970092773
102,-0.2664470672607422,0.11596959084272385
103,-0.5558677911758423,0.1942233145236969
104,-0.4719148278236389,0.12350180745124817
105,-0.4338005781173706,0.16274647414684296
106,-0.5565537810325623,0.2493876814842224
107,-0.4558197557926178,0.18733316659927368
108,-0.29658785462379456,0.1051974669098854
109,-0.2575687766075134,0.07756301760673523
