user_id:token,pop_score,popularity_label
6069,0.0007233953939992223,1
11870,0.0007040241365866888,1
12980,0.0007000893499247577,1
6048,0.0006851068930197625,1
2560,0.0006799992372566875,1
5522,0.0006793182164882626,1
11882,0.0006711459672673625,1
11876,0.00062599429032184,1
6240,0.0006114053120830223,1
2281,0.000607811035805275,1
14856,0.0005979362346633625,1
5565,0.0005869160804109146,1
2176,0.0005812512258373406,1
3461,0.0005742367119227111,1
2266,0.0005638851962428727,1
11867,0.0005605557613751111,1
6149,0.0005604181814219182,1
11528,0.0005540103951009653,1
2775,0.0005495837601062876,1
6032,0.000543454573190625,1
2279,0.0005422871090161944,1
85,0.0005416385178082015,1
2650,0.0005348283101241111,1
13027,0.000533012254741675,1
3953,0.0005319130633259985,1
5581,0.0005284721162856139,1
5560,0.000528311876104806,1
3618,0.0005273824830561498,1
3469,0.0005252940193663766,1
13087,0.0005199593566805029,1
6087,0.0005191080807199804,1
13026,0.0005188140035699909,1
8163,0.0005172553036294712,1
5456,0.0005140344759953224,1
5626,0.000512756252399245,1
2776,0.0005082685001561166,1
6075,0.00050432683449655,1
14481,0.000503614858238687,1
5598,0.000502593327086059,1
2274,0.000501571795933425,1
10201,0.0005000962509352187,1
7126,0.0004987548463913884,1
2741,0.0004971451609387875,1
6199,0.0004959533745940731,1
7317,0.0004955107110946024,1
6079,0.00049496589447987,1
2206,0.0004939192730884162,1
6077,0.0004936999970515374,1
5535,0.0004919240017142917,1
10373,0.0004903349532546875,1
5482,0.0004894269255634749,1
14478,0.0004888215737693333,1
5557,0.0004886144797344842,1
7401,0.00048795138056526694,1
6045,0.0004869298494126549,1
2314,0.0004848867871074161,1
2554,0.0004827464361209786,1
2571,0.0004800121121335316,1
7885,0.0004773955586549152,1
6066,0.00047710369261131426,1
2229,0.0004762192500549182,1
7436,0.00047580651019527996,1
1758,0.0004756930067338625,1
3601,0.0004748984825040775,1
6349,0.00047368777891579155,1
10013,0.00047285542019886106,1
11872,0.00047262841327604474,1
2210,0.00047243383591362924,1
2259,0.0004714366269313388,1
2638,0.0004699844502928116,1
9130,0.00046730406908665457,1
10485,0.0004661587159761637,1
2520,0.00046530283852396696,1
2680,0.0004649101779007468,1
6072,0.00046406700933033287,1
2749,0.00046383705426567093,1
6093,0.0004638205446712848,1
5973,0.00046343463290252014,1
6103,0.0004630941225183222,1
5514,0.0004624131017498833,1
5008,0.00046173208098149355,1
2192,0.0004609986740001308,1
2226,0.0004609753912388288,1
3892,0.0004605795842964958,1
4908,0.0004594085983598639,1
7721,0.0004583269771394466,1
11878,0.0004576459563710357,1
2308,0.00045737354806365995,1
8507,0.0004571506685394917,1
11904,0.00045637471760334486,1
10973,0.0004562839148342299,1
2183,0.0004562839148342143,1
886,0.0004547123284455767,1
2533,0.0004545813629131951,1
6147,0.00045269307805533633,1
4261,0.00045159243842963153,1
5592,0.0004504952383027125,1
2297,0.00045043514823494895,1
3325,0.0004494737071501212,1
8462,0.00044896294157381784,1
14373,0.0004481116656133,1
4710,0.00044783925730595297,1
2174,0.0004474306448448982,1
2642,0.00044739058479968875,1
2190,0.0004472944406912165,1
14133,0.00044674962407650676,1
9151,0.0004464772157691421,1
5563,0.00044636046935168027,1
12418,0.0004462543362449273,1
7011,0.00044593239915440475,1
5968,0.00044593239915439716,1
6000,0.0004459114446692342,1
2318,0.0004457280929238625,1
2305,0.00044532272341885347,1
2797,0.00044466650172605635,1
1757,0.0004446308927969832,1
14886,0.0004443660513870622,1
8478,0.0004443660513870604,1
6182,0.00044429794931020994,1
11873,0.000444252547925656,1
2684,0.00044402554100284166,1
3877,0.00044370506064124313,1
3952,0.00044368503061864334,1
6138,0.00044283375465814376,1
3757,0.0004426634994660419,1
2243,0.00044266349946603,1
3745,0.0004425499960046296,1
2296,0.0004415284648520163,1
6216,0.00044107445100641343,1
6226,0.00044048423300710996,1
1828,0.000439394599777683,1
6119,0.0004392583956239973,1
6184,0.00043888005075264015,1
2194,0.0004385773748555807,1
10957,0.0004383297309397818,1
3366,0.0004371436469220855,1
1938,0.0004367613194731759,1
13791,0.0004365343125503529,1
