user_id:token,pop_score,popularity_label
283,0.00334176418939281,1
715,0.0032970881975559955,1
442,0.003186817337704688,1
552,0.0031458138709111235,1
336,0.003145189825310871,1
282,0.0031326805475965502,1
253,0.003130015663872958,1
246,0.0031298057446435823,1
681,0.0031012496733396114,1
769,0.0030621917604762667,1
425,0.0030398041245669333,1
776,0.0030365278851655704,1
705,0.0030356323797291964,1
466,0.00302314990761,1
317,0.0030210375953643787,1
667,0.0029979774682095065,1
911,0.0029649966582357564,1
577,0.0029617204188344,1
809,0.002957976145232843,1
753,0.0029571840873555766,1
499,0.0029500715676295387,1
193,0.0029426090223264247,1
562,0.0029420629824261956,1
289,0.0029355105036234686,1
693,0.002932780304122338,1
767,0.0029218357652525564,1
581,0.0029217815004177524,1
709,0.0029143409567223386,1
756,0.0028966183713750003,1
279,0.00289619563080708,1
713,0.002892100331555378,1
247,0.0028771934422791553,1
256,0.0028716238352968436,1
721,0.0028685296091955498,1
789,0.002864743732553973,1
227,0.0028411548088641426,1
855,0.0028390580156472723,1
426,0.0028292147363791595,1
655,0.0028261660136028937,1
293,0.0028241183639770378,1
763,0.0028215981798221457,1
340,0.002809453292370938,1
889,0.0028050069674690793,1
185,0.00280446092756885,1
727,0.002804460927568846,1
774,0.002802588790768067,1
243,0.0028006386482672626,1
610,0.0027768342601843647,1
64,0.0027724265867555054,1
102,0.002771230499355,1
252,0.0027452772480603127,1
917,0.0027396641927418387,1
500,0.0027356599001401812,1
355,0.00273414164285661,1
172,0.002733943774739462,1
391,0.002731686588525751,1
471,0.002721661422697982,1
826,0.0026996212667251564,1
659,0.0026990970684209383,1
842,0.0026974961384648027,1
588,0.002687895778341329,1
479,0.002684164137241785,1
404,0.0026822429533787783,1
585,0.0026765565413395397,1
847,0.0026749531112325235,1
527,0.0026746210399085785,1
556,0.0026655483769509433,1
637,0.0026589269246871422,1
273,0.002649658615854322,1
813,0.002648988475976773,1
572,0.0026441772153174177,1
104,0.0026439251969019436,1
570,0.002642614701141405,1
199,0.0026425761571484355,1
835,0.0026387217578527178,1
236,0.0026386328101766616,1
704,0.002637840752299405,1
302,0.0026332774188475125,1
627,0.0026328678889223373,1
343,0.002632554718979562,1
201,0.0026325416532192274,1
656,0.0026311842658966276,1
711,0.0026300011794461436,1
261,0.0026259623670806622,1
825,0.002624507485327983,1
422,0.002624075040528953,1
169,0.002619493811651757,1
897,0.0026136399595088245,1
393,0.00261345617046924,1
781,0.0026134044403734315,1
395,0.0026115268294884223,1
362,0.0026109107844728,1
154,0.002608112511031834,0
364,0.0026073167827214737,0
628,0.002607067503636575,0
878,0.0026053294985882904,0
89,0.0026050783582857477,0
352,0.002601334084684185,0
299,0.0026005350019033657,0
402,0.0025995470450107137,0
109,0.0025960101956569626,0
53,0.002588884374958995,0
400,0.00258724625525832,0
311,0.0025741881010728713,0
226,0.0025736680630726503,0
207,0.00257145478134374,0
558,0.002568793808596046,0
411,0.002568571690670537,0
381,0.002567479610870079,0
274,0.0025658127522272685,0
186,0.0025581472925752797,0
79,0.002557880804202921,0
714,0.002556822418334607,0
427,0.002553924973346788,0
904,0.0025522897736455635,0
254,0.0025518264670635555,0
568,0.0025510110474792143,0
645,0.00254970055171866,0
542,0.002549112814226061,0
796,0.0025472761345616437,0
182,0.002546500183124495,0
877,0.002543180835309953,0
44,0.002542361775459606,0
737,0.002540082652397791,0
96,0.0025371887658785053,0
752,0.002536246128577057,0
697,0.0025347172168564223,0
69,0.0025315694574315796,0
301,0.002529984871054461,0
415,0.002526897925485162,0
625,0.0025230617469861076,0
292,0.0025125777809017393,0
314,0.002512119565600852,0
708,0.0025061671306445144,0
213,0.002499963383206641,0
349,0.0024989084949783424,0
675,0.0024985420734663344,0
218,0.002494982313347554,0
374,0.002493138276161044,0
560,0.002492750150238924,0
608,0.0024922210680995826,0
582,0.002491580064738444,0
719,0.0024878085798461748,0
223,0.002487757785436846,0
787,0.0024825704063846875,0
724,0.0024768369874322966,0
418,0.0024745243478548617,0
125,0.002473233124090795,0
375,0.0024726985797674105,0
360,0.0024726246796305355,0
741,0.0024722787413086564,0
137,0.0024717966191225077,0
390,0.0024702845086295774,0
540,0.0024698990686999943,0
257,0.0024689130595778254,0
435,0.002465304624739484,0
272,0.0024644217644376578,0
785,0.0024643560754271,0
143,0.002463732029826836,0
450,0.002463042295216021,0
718,0.0024593637106250107,0
268,0.0024560232312353884,0
518,0.00244931657646083,0
510,0.0024491709658207663,0
