item_id:token,interaction_count,pop_score,popularity_label
336,453,0.005936545795274352,1
48,408,0.005346822703028556,1
148,402,0.005268192957395783,1
271,394,0.005163353296552086,1
89,388,0.005084723550919313,1
45,388,0.005084723550919313,1
56,376,0.004927464059653767,1
22,358,0.004691574822755448,1
380,352,0.004612945077122676,1
94,346,0.004534315331489903,1
180,335,0.004390160797829819,1
587,331,0.00433774096740797,1
206,330,0.004324636009802508,1
29,315,0.004128061645720576,1
132,315,0.004128061645720576,1
199,309,0.004049431900087803,1
72,309,0.004049431900087803,1
153,299,0.003918382324033182,1
234,291,0.0038135426631894847,1
11,285,0.0037349129175567116,1
638,280,0.003669388129529401,1
128,278,0.0036431782143184765,1
326,275,0.00360386334150209,0
147,268,0.003512128638263855,0
96,266,0.003485918723052931,0
182,262,0.0034334988926310824,0
346,260,0.003407288977420158,0
453,258,0.003381079062209234,0
166,256,0.0033548691469983093,0
301,251,0.003289344358970999,0
621,248,0.0032500294861546124,0
463,246,0.003223819570943688,0
21,244,0.003197609655732764,0
95,243,0.0031845046981273015,0
81,241,0.0031582947829163774,0
191,241,0.0031582947829163774,0
53,239,0.003132084867705453,0
106,239,0.003132084867705453,0
2,238,0.0031189799100999906,0
9,238,0.0031189799100999906,0
64,238,0.0031189799100999906,0
152,237,0.003105874952494529,0
240,231,0.0030272452068617556,0
170,230,0.0030141402492562938,0
226,229,0.0030010352916508315,0
385,229,0.0030010352916508315,0
27,229,0.0030010352916508315,0
292,228,0.0029879303340453692,0
158,227,0.0029748253764399074,0
241,227,0.0029748253764399074,0
207,227,0.0029748253764399074,0
84,221,0.0028961956308071342,0
279,220,0.0028830906732016724,0
49,220,0.0028830906732016724,0
343,217,0.0028437758003852856,0
131,216,0.0028306708427798238,0
78,215,0.0028175658851743615,0
436,215,0.0028175658851743615,0
300,213,0.002791355969963437,0
339,213,0.002791355969963437,0
227,212,0.002778251012357975,0
334,210,0.0027520410971470506,0
288,209,0.0027389361395415888,0
23,205,0.00268651630911974,0
112,204,0.002673411351514278,0
220,202,0.0026472014363033538,0
309,201,0.0026340964786978915,0
211,200,0.0026209915210924292,0
508,199,0.002607886563486967,0
263,198,0.002594781605881505,0
396,198,0.002594781605881505,0
192,197,0.002581676648276043,0
111,195,0.0025554667330651183,0
32,195,0.0025554667330651183,0
340,194,0.0025423617754596565,0
93,194,0.0025423617754596565,0
173,194,0.0025423617754596565,0
218,193,0.002529256817854194,0
20,193,0.002529256817854194,0
5,191,0.00250304690264327,0
114,191,0.00250304690264327,0
52,189,0.0024768369874323456,0
583,188,0.0024637320298268833,0
454,187,0.0024506270722214215,0
24,184,0.002411312199405035,0
92,184,0.002411312199405035,0
165,184,0.002411312199405035,0
257,183,0.002398207241799573,0
335,182,0.0023851022841941106,0
62,182,0.0023851022841941106,0
402,182,0.0023851022841941106,0
368,181,0.0023719973265886483,0
381,180,0.0023588923689831865,0
133,180,0.0023588923689831865,0
136,180,0.0023588923689831865,0
31,179,0.002345787411377724,0
523,177,0.0023195774961668,0
290,177,0.0023195774961668,0
229,176,0.002306472538561338,0
47,176,0.002306472538561338,0
568,176,0.002306472538561338,0
